ประทับเวลา,คุณเป็นเพศอะไร,คุณกำลังศึกษาอยู่ในสถาบันเจ้าคุณทหารลาดกระบังหรือไม่,กำลังศึกษาอยู่ชั้นปีการศึกษาใดในมหาวิทยาลัย,คณะที่คุณกำลังศึกษาอยู่ในขณะนี้,GPA ขณะกำลังศึกษาอยู่ปัจจุบัน ( เกรดรวม ),สายการเรียนตอนมัธยมปลาย,คุณเข้ามหาลัยด้วยวิธีแบบใด,คุณจบการศึกษาระดับมัธยมปลายปี พ.ศ.ใด,GPA ในระดับชั้นมัธยมปลาย,คะแนน O-net วิชาภาษาไทย ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาคณิตศาสตร์ ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาวิทยาศาสตร์ ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาสังคมศึกษา ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาภาษาอังกฤษ ระดับชั้นมัธยมศึกษาปีที่ 6,ความสามารถที่คุณคิดว่าตัวเองมี(ตอบได้มากกว่า 1 ข้อ),วิชาที่ถนัดในการเรียนมัธยมปลายมีอะไรบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณคิดว่าคุณถนัดทักษะแบบไหนบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณคิดว่าทักษะไหนเป็นปัญหากับคุณบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณสนใจทางด้านไหนบ้าง (ตอบได้มากกว่า 1 ข้อ),คุณเคยเข้าร่วมกิจกรรมของโรงเรียนเมื่อคุณยังศึกษาอยู่ในระดับมัธยมหรือไม่,คุณเคยแข่งขันทางวิชาการในช่วงมัธยมหรือไม่,คุณเคยลงเข้าร่วมกิจกรรมการเเข่งขันวิชาการ กลุ่มสาระใดบ้าง,ข้อเสนอแนะ
4/15/2021 1:03:54,หญิง,กำลังศึกษา,ปี 4,อุตสาหกรรมการเกษตร,2.67,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,2.51 - 3.00,40.01 - 60.00,20.01 - 40.00,40.01 - 60.00,80.01 - 100,20.01 - 40.00,"มีความอดทน, ชอบการทดลอง, สร้างสรรค์สิ่งใหม่, ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด, บริหารเวลาได้ดี","ด้านวิทยาศาสตร์, ด้านสังคม, ด้านคอมพิวเตอร์","ฟัง, อ่าน, คิดวิเคราะห์","พูด, คิดคำนวณ","การศึกษา, การเมือง, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระคณิตศาสตร์ เช่น การร่วมแข่งขันซูดูกุคิดเลขเร็ว, กลุ่มสาระภาษาต่างประเทศ เช่น การร่วมเเข่งขันการเเสดงภาษาอังกฤษ ,speaking, กลุ่มสาระวิทยาศาสตร์ เช่น การเเข่งขันฟิสิกส์ประยุกต์ ,, กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/15/2021 16:25:10,หญิง,กำลังศึกษา,ปี 2,วิทยาศาสตร์,3.21,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",61,3.01 - 3.50,40.01 - 60.00,40.01 - 60.00,20.01 - 40.00,40.01 - 60.00,20.01 - 40.00,"มีความอดทน, ชอบการทดลอง, ติดตามข่าวสารใหม่ๆตลอด, หมั่นฝึกฝน, ตรงต่อเวลา","ด้านคณิตศาสตร์, ด้านกีฬา","ฟัง, เขียน, คิดคำนวณ","พูด, อ่าน, คิดวิเคราะห์","การศึกษา, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/15/2021 18:50:18,ชาย,ไม่ได้ศึกษาในสถาบันดังกล่าว,ปี 2,ศิลปศาสตร์,3.25,ศิลป์-ภาษา ( เช่น จีน ฝรั่งเศส ญี่ปุ่น),"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,40.01 - 60.00,20.01 - 40.00,20.01 - 40.00,60.01 - 80.00,60.01 - 80.00,"ความรอบคอบ, สร้างสรรค์สิ่งใหม่, ความมั่นใจในตัวเอง","ด้านศิลปะ, ด้านภาษา, ด้านสังคม","ฟัง, พูด, อ่าน",คิดคำนวณ,ศิลปะ,เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/15/2021 18:52:34,หญิง,กำลังศึกษา,ปี 3,วิทยาศาสตร์,3.21,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",61,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,20.01 - 40.00,"การวิเคราะห์, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านคอมพิวเตอร์","อ่าน, คิดคำนวณ",พูด,"การเมือง, เทคโนโลยี, สิ่งแวดล้อม",ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/15/2021 18:59:08,หญิง,กำลังศึกษา,ปี 2,สถาปัตยกรรมศาสตร์,2.88,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,"สร้างสรรค์สิ่งใหม่, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี","ด้านศิลปะ, ด้านงานฝีมือ","พูด, คิดคำนวณ","ฟัง, เขียน","การศึกษา, ศิลปะ, เทคโนโลยี",ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/15/2021 19:04:09,หญิง,จบการศึกษาแล้ว,บัณฑิต,วิทยาศาสตร์,2.98,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",58,3.01 - 3.50,40.01 - 60.00,40.01 - 60.00,20.01 - 40.00,40.01 - 60.00,20.01 - 40.00,"สร้างสรรค์สิ่งใหม่, การวิเคราะห์, ติดตามข่าวสารใหม่ๆตลอด, หมั่นฝึกฝน","ด้านวิทยาศาสตร์, ด้านสังคม, ด้านคอมพิวเตอร์","ฟัง, คิดวิเคราะห์, คิดคำนวณ",พูด,"การศึกษา, การเมือง, การบันเทิง, เทคโนโลยี",ไม่เคยเข้าร่วม,เคย,กลุ่มสาระคณิตศาสตร์ เช่น การร่วมแข่งขันซูดูกุคิดเลขเร็ว,
4/15/2021 19:05:41,ชาย,กำลังศึกษา,ปี 4,วิศวกรรมศาสตร์,3.12,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",61,3.51 - 4.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,"ความรอบคอบ, มีความอดทน, การวิเคราะห์, ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด, บริหารเวลาได้ดี","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านสังคม","พูด, อ่าน, คิดวิเคราะห์, คิดคำนวณ",เขียน,"การศึกษา, การเมือง, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม",ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/15/2021 19:16:31,หญิง,กำลังศึกษา,ปี 1,ครุศาสตร์อุตสาหกรรม,3.09,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",63,3.01 - 3.50,40.01 - 60.00,20.01 - 40.00,40.01 - 60.00,60.01 - 80.00,20.01 - 40.00,"มีความอดทน, ความเป็นผู้นำ, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี, หมั่นฝึกฝน, ตรงต่อเวลา, บริหารเวลาได้ดี","ด้านวิทยาศาสตร์, ด้านศิลปะ, ด้านงานฝีมือ","ฟัง, พูด, อ่าน, เขียน","คิดวิเคราะห์, คิดคำนวณ","การศึกษา, ศิลปะ, สิ่งแวดล้อม, สุขภาพ",ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/15/2021 19:19:16,หญิง,กำลังศึกษา,ปี 3,อุตสาหกรรมการเกษตร,2.88,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",61,3.01 - 3.50,60.01 - 80.00,20.01 - 40.00,40.01 - 60.00,60.01 - 80.00,20.01 - 40.00,"ความรอบคอบ, มีความอดทน, ชอบการทดลอง, ทำงานเป็นกลุ่มได้ดี","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านศิลปะ, ด้านสังคม","ฟัง, คิดวิเคราะห์, คิดคำนวณ",พูด,"การศึกษา, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/15/2021 20:01:13,ชาย,จบการศึกษาแล้ว,บัณฑิต,วิทยาศาสตร์,3.15,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",59,3.51 - 4.00,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,20.01 - 40.00,"ความรอบคอบ, มีความอดทน, ความเป็นผู้นำ, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านคอมพิวเตอร์","เขียน, คิดวิเคราะห์, คิดคำนวณ",พูด,"การเมือง, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม",ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/15/2021 20:25:40,ชาย,จบการศึกษาแล้ว,บัณฑิต,วิทยาศาสตร์,3.15,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",59,3.51 - 4.00,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,20.01 - 40.00,"ความรอบคอบ, มีความอดทน, ความเป็นผู้นำ, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านคอมพิวเตอร์","เขียน, คิดวิเคราะห์, คิดคำนวณ",พูด,"การเมือง, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม",ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
